,country_qtycount,del_date_scheduled_yr,country_qtysum,country_qtymean,country_valsum,country_valmean,country_inssum,country_insmean,country_weightsum,country_weightmean,country_costsum,country_costmean
0,14,2006,29553,2110.9285714285716,370713.7,26479.55,0.03430000000000002,0.0024500000000000012,55207.91405864322,3943.42243276023,941845.7025042266,67274.69303601618
1,14,2006,29553,2110.9285714285716,370713.7,26479.55,0.03430000000000002,0.0024500000000000012,55207.91405864322,3943.42243276023,941845.7025042266,67274.69303601618
2,14,2006,29553,2110.9285714285716,370713.7,26479.55,0.03430000000000002,0.0024500000000000012,55207.91405864322,3943.42243276023,941845.7025042266,67274.69303601618
3,14,2006,29553,2110.9285714285716,370713.7,26479.55,0.03430000000000002,0.0024500000000000012,55207.91405864322,3943.42243276023,941845.7025042266,67274.69303601618
4,14,2006,29553,2110.9285714285716,370713.7,26479.55,0.03430000000000002,0.0024500000000000012,55207.91405864322,3943.42243276023,941845.7025042266,67274.69303601618
5,14,2006,29553,2110.9285714285716,370713.7,26479.55,0.03430000000000002,0.0024500000000000012,55207.91405864322,3943.42243276023,941845.7025042266,67274.69303601618
6,14,2006,29553,2110.9285714285716,370713.7,26479.55,0.03430000000000002,0.0024500000000000012,55207.91405864322,3943.42243276023,941845.7025042266,67274.69303601618
7,14,2006,29553,2110.9285714285716,370713.7,26479.55,0.03430000000000002,0.0024500000000000012,55207.91405864322,3943.42243276023,941845.7025042266,67274.69303601618
8,14,2006,29553,2110.9285714285716,370713.7,26479.55,0.03430000000000002,0.0024500000000000012,55207.91405864322,3943.42243276023,941845.7025042266,67274.69303601618
9,14,2006,29553,2110.9285714285716,370713.7,26479.55,0.03430000000000002,0.0024500000000000012,55207.91405864322,3943.42243276023,941845.7025042266,67274.69303601618
10,14,2006,29553,2110.9285714285716,370713.7,26479.55,0.03430000000000002,0.0024500000000000012,55207.91405864322,3943.42243276023,941845.7025042266,67274.69303601618
11,14,2006,29553,2110.9285714285716,370713.7,26479.55,0.03430000000000002,0.0024500000000000012,55207.91405864322,3943.42243276023,941845.7025042266,67274.69303601618
12,14,2006,29553,2110.9285714285716,370713.7,26479.55,0.03430000000000002,0.0024500000000000012,55207.91405864322,3943.42243276023,941845.7025042266,67274.69303601618
13,14,2006,29553,2110.9285714285716,370713.7,26479.55,0.03430000000000002,0.0024500000000000012,55207.91405864322,3943.42243276023,941845.7025042266,67274.69303601618
14,12,2006,152998,12749.833333333334,1358232.3599999999,113186.02999999998,0.029400000000000013,0.0024500000000000012,13594.489691690707,1132.8741409742256,1136472.5354447262,94706.04462039385
15,12,2006,152998,12749.833333333334,1358232.3599999999,113186.02999999998,0.029400000000000013,0.0024500000000000012,13594.489691690707,1132.8741409742256,1136472.5354447262,94706.04462039385
16,12,2006,152998,12749.833333333334,1358232.3599999999,113186.02999999998,0.029400000000000013,0.0024500000000000012,13594.489691690707,1132.8741409742256,1136472.5354447262,94706.04462039385
17,12,2006,152998,12749.833333333334,1358232.3599999999,113186.02999999998,0.029400000000000013,0.0024500000000000012,13594.489691690707,1132.8741409742256,1136472.5354447262,94706.04462039385
18,12,2006,152998,12749.833333333334,1358232.3599999999,113186.02999999998,0.029400000000000013,0.0024500000000000012,13594.489691690707,1132.8741409742256,1136472.5354447262,94706.04462039385
19,12,2006,152998,12749.833333333334,1358232.3599999999,113186.02999999998,0.029400000000000013,0.0024500000000000012,13594.489691690707,1132.8741409742256,1136472.5354447262,94706.04462039385
20,12,2006,152998,12749.833333333334,1358232.3599999999,113186.02999999998,0.029400000000000013,0.0024500000000000012,13594.489691690707,1132.8741409742256,1136472.5354447262,94706.04462039385
21,12,2006,152998,12749.833333333334,1358232.3599999999,113186.02999999998,0.029400000000000013,0.0024500000000000012,13594.489691690707,1132.8741409742256,1136472.5354447262,94706.04462039385
22,12,2006,152998,12749.833333333334,1358232.3599999999,113186.02999999998,0.029400000000000013,0.0024500000000000012,13594.489691690707,1132.8741409742256,1136472.5354447262,94706.04462039385
23,12,2006,152998,12749.833333333334,1358232.3599999999,113186.02999999998,0.029400000000000013,0.0024500000000000012,13594.489691690707,1132.8741409742256,1136472.5354447262,94706.04462039385
24,12,2006,152998,12749.833333333334,1358232.3599999999,113186.02999999998,0.029400000000000013,0.0024500000000000012,13594.489691690707,1132.8741409742256,1136472.5354447262,94706.04462039385
25,12,2006,152998,12749.833333333334,1358232.3599999999,113186.02999999998,0.029400000000000013,0.0024500000000000012,13594.489691690707,1132.8741409742256,1136472.5354447262,94706.04462039385
26,11,2006,58207,5291.545454545455,160146.55,14558.777272727271,0.026950000000000012,0.0024500000000000012,27914.06208626239,2537.6420078420356,406333.7134099485,36939.4284918135
27,11,2006,58207,5291.545454545455,160146.55,14558.777272727271,0.026950000000000012,0.0024500000000000012,27914.06208626239,2537.6420078420356,406333.7134099485,36939.4284918135
28,11,2006,58207,5291.545454545455,160146.55,14558.777272727271,0.026950000000000012,0.0024500000000000012,27914.06208626239,2537.6420078420356,406333.7134099485,36939.4284918135
29,11,2006,58207,5291.545454545455,160146.55,14558.777272727271,0.026950000000000012,0.0024500000000000012,27914.06208626239,2537.6420078420356,406333.7134099485,36939.4284918135
30,11,2006,58207,5291.545454545455,160146.55,14558.777272727271,0.026950000000000012,0.0024500000000000012,27914.06208626239,2537.6420078420356,406333.7134099485,36939.4284918135
31,11,2006,58207,5291.545454545455,160146.55,14558.777272727271,0.026950000000000012,0.0024500000000000012,27914.06208626239,2537.6420078420356,406333.7134099485,36939.4284918135
32,11,2006,58207,5291.545454545455,160146.55,14558.777272727271,0.026950000000000012,0.0024500000000000012,27914.06208626239,2537.6420078420356,406333.7134099485,36939.4284918135
33,11,2006,58207,5291.545454545455,160146.55,14558.777272727271,0.026950000000000012,0.0024500000000000012,27914.06208626239,2537.6420078420356,406333.7134099485,36939.4284918135
34,11,2006,58207,5291.545454545455,160146.55,14558.777272727271,0.026950000000000012,0.0024500000000000012,27914.06208626239,2537.6420078420356,406333.7134099485,36939.4284918135
35,11,2006,58207,5291.545454545455,160146.55,14558.777272727271,0.026950000000000012,0.0024500000000000012,27914.06208626239,2537.6420078420356,406333.7134099485,36939.4284918135
36,11,2006,58207,5291.545454545455,160146.55,14558.777272727271,0.026950000000000012,0.0024500000000000012,27914.06208626239,2537.6420078420356,406333.7134099485,36939.4284918135
37,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
38,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
39,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
40,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
41,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
42,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
43,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
44,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
45,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
46,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
47,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
48,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
49,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
50,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
51,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
52,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
53,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
54,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
55,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
56,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
57,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
58,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
59,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
60,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
61,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
62,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
63,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
64,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
65,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
66,96,2007,1506964,15697.541666666666,16485986.839999996,171729.0295833333,17251.095749999997,179.69891406249997,240889.71822159004,2509.267898141563,4384423.595308337,45671.07911779518
